"date","value","year","week_label_clean","pref","category"
"2015-10-04",0.59,2015,"September 28 – October 4, 2015","Tokyo","Roseola"
"2015-10-04",0.02,2015,"September 28 – October 4, 2015","Tokyo","Whooping cough"
"2015-10-04",0.39,2015,"September 28 – October 4, 2015","Tokyo","Herpangina"
"2015-10-04",0.56,2015,"September 28 – October 4, 2015","Tokyo","Mumps"
"2015-10-04",0,2015,"September 28 – October 4, 2015","Tokyo","Hemorrhagic conjunctivitis"
"2015-10-04",1.18,2015,"September 28 – October 4, 2015","Tokyo","Viral conjunctivitis"
"2015-10-04",0.08,2015,"September 28 – October 4, 2015","Tokyo","Bacterial meningitis"
"2015-10-04",0,2015,"September 28 – October 4, 2015","Tokyo","Viral meningitis"
"2015-10-04",1.44,2015,"September 28 – October 4, 2015","Tokyo","Mycoplasma pneumonia"
"2015-10-04",0.16,2015,"September 28 – October 4, 2015","Tokyo","Chlamydia pneumonia"
"2015-10-04",0.08,2015,"September 28 – October 4, 2015","Tokyo","Rotavirus"
"2015-10-11",0.09,2015,"October 5–11, 2015","Tokyo","Flu"
"2015-10-11",0.34,2015,"October 5–11, 2015","Tokyo","Adenovirus infection"
"2015-10-11",1.69,2015,"October 5–11, 2015","Tokyo","Strep throat"
"2015-10-11",3.52,2015,"October 5–11, 2015","Tokyo","Gastroenteritis"
"2015-10-11",0.3,2015,"October 5–11, 2015","Tokyo","Chickenpox"
"2015-10-11",1.52,2015,"October 5–11, 2015","Tokyo","Hand-foot-mouth disease"
"2015-10-11",0.29,2015,"October 5–11, 2015","Tokyo","Fifth disease"
"2015-10-11",0.54,2015,"October 5–11, 2015","Tokyo","Roseola"
"2015-10-11",0.03,2015,"October 5–11, 2015","Tokyo","Whooping cough"
"2015-10-11",0.22,2015,"October 5–11, 2015","Tokyo","Herpangina"
"2015-10-11",0.5,2015,"October 5–11, 2015","Tokyo","Mumps"
"2015-10-11",0,2015,"October 5–11, 2015","Tokyo","Hemorrhagic conjunctivitis"
"2015-10-11",1.11,2015,"October 5–11, 2015","Tokyo","Viral conjunctivitis"
"2015-10-11",0.04,2015,"October 5–11, 2015","Tokyo","Bacterial meningitis"
"2015-10-11",0.12,2015,"October 5–11, 2015","Tokyo","Viral meningitis"
"2015-10-11",1.68,2015,"October 5–11, 2015","Tokyo","Mycoplasma pneumonia"
"2015-10-11",0.12,2015,"October 5–11, 2015","Tokyo","Chlamydia pneumonia"
"2015-10-11",0.04,2015,"October 5–11, 2015","Tokyo","Rotavirus"
"2015-10-18",0.08,2015,"October 12–18, 2015","Tokyo","Flu"
"2015-10-18",0.22,2015,"October 12–18, 2015","Tokyo","Adenovirus infection"
"2015-10-18",1.61,2015,"October 12–18, 2015","Tokyo","Strep throat"
"2015-10-18",3.35,2015,"October 12–18, 2015","Tokyo","Gastroenteritis"
"2015-10-18",0.29,2015,"October 12–18, 2015","Tokyo","Chickenpox"
"2015-10-18",0.83,2015,"October 12–18, 2015","Tokyo","Hand-foot-mouth disease"
"2015-10-18",0.27,2015,"October 12–18, 2015","Tokyo","Fifth disease"
"2015-10-18",0.52,2015,"October 12–18, 2015","Tokyo","Roseola"
"2015-10-18",0.02,2015,"October 12–18, 2015","Tokyo","Whooping cough"
"2015-10-18",0.14,2015,"October 12–18, 2015","Tokyo","Herpangina"
"2015-10-18",0.48,2015,"October 12–18, 2015","Tokyo","Mumps"
"2015-10-18",0.03,2015,"October 12–18, 2015","Tokyo","Hemorrhagic conjunctivitis"
"2015-10-18",0.62,2015,"October 12–18, 2015","Tokyo","Viral conjunctivitis"
"2015-10-18",0,2015,"October 12–18, 2015","Tokyo","Bacterial meningitis"
"2015-10-18",0.08,2015,"October 12–18, 2015","Tokyo","Viral meningitis"
"2015-10-18",0.88,2015,"October 12–18, 2015","Tokyo","Mycoplasma pneumonia"
"2015-10-18",0,2015,"October 12–18, 2015","Tokyo","Chlamydia pneumonia"
"2015-10-18",0,2015,"October 12–18, 2015","Tokyo","Rotavirus"
"2015-10-25",0.12,2015,"October 19–25, 2015","Tokyo","Flu"
"2015-10-25",0.25,2015,"October 19–25, 2015","Tokyo","Adenovirus infection"
"2015-10-25",2.07,2015,"October 19–25, 2015","Tokyo","Strep throat"
"2015-10-25",4.56,2015,"October 19–25, 2015","Tokyo","Gastroenteritis"
"2015-10-25",0.41,2015,"October 19–25, 2015","Tokyo","Chickenpox"
"2015-10-25",0.69,2015,"October 19–25, 2015","Tokyo","Hand-foot-mouth disease"
"2015-10-25",0.31,2015,"October 19–25, 2015","Tokyo","Fifth disease"
"2015-10-25",0.56,2015,"October 19–25, 2015","Tokyo","Roseola"
"2015-10-25",0.04,2015,"October 19–25, 2015","Tokyo","Whooping cough"
"2015-10-25",0.18,2015,"October 19–25, 2015","Tokyo","Herpangina"
"2015-10-25",0.6,2015,"October 19–25, 2015","Tokyo","Mumps"
"2015-10-25",0,2015,"October 19–25, 2015","Tokyo","Hemorrhagic conjunctivitis"
"2015-10-25",0.85,2015,"October 19–25, 2015","Tokyo","Viral conjunctivitis"
"2015-10-25",0,2015,"October 19–25, 2015","Tokyo","Bacterial meningitis"
"2015-10-25",0.04,2015,"October 19–25, 2015","Tokyo","Viral meningitis"
"2015-10-25",1.84,2015,"October 19–25, 2015","Tokyo","Mycoplasma pneumonia"
"2015-10-25",0,2015,"October 19–25, 2015","Tokyo","Chlamydia pneumonia"
"2015-10-25",0,2015,"October 19–25, 2015","Tokyo","Rotavirus"
"2015-11-01",0.14,2015,"October 26 – November 1, 2015","Tokyo","Flu"
"2015-11-01",0.27,2015,"October 26 – November 1, 2015","Tokyo","Adenovirus infection"
"2015-11-01",1.95,2015,"October 26 – November 1, 2015","Tokyo","Strep throat"
"2015-11-01",5.22,2015,"October 26 – November 1, 2015","Tokyo","Gastroenteritis"
"2015-11-01",0.39,2015,"October 26 – November 1, 2015","Tokyo","Chickenpox"
"2015-11-01",0.54,2015,"October 26 – November 1, 2015","Tokyo","Hand-foot-mouth disease"
"2015-11-01",0.45,2015,"October 26 – November 1, 2015","Tokyo","Fifth disease"
"2015-11-01",0.6,2015,"October 26 – November 1, 2015","Tokyo","Roseola"
"2015-11-01",0.03,2015,"October 26 – November 1, 2015","Tokyo","Whooping cough"
"2015-11-01",0.1,2015,"October 26 – November 1, 2015","Tokyo","Herpangina"
"2015-11-01",0.55,2015,"October 26 – November 1, 2015","Tokyo","Mumps"
"2015-11-01",0,2015,"October 26 – November 1, 2015","Tokyo","Hemorrhagic conjunctivitis"
"2015-11-01",1.18,2015,"October 26 – November 1, 2015","Tokyo","Viral conjunctivitis"
"2015-11-01",0,2015,"October 26 – November 1, 2015","Tokyo","Bacterial meningitis"
"2015-11-01",0.08,2015,"October 26 – November 1, 2015","Tokyo","Viral meningitis"
"2015-11-01",1.2,2015,"October 26 – November 1, 2015","Tokyo","Mycoplasma pneumonia"
"2015-11-01",0.08,2015,"October 26 – November 1, 2015","Tokyo","Chlamydia pneumonia"
"2015-11-01",0.04,2015,"October 26 – November 1, 2015","Tokyo","Rotavirus"
"2015-11-08",0.19,2015,"November 2–8, 2015","Tokyo","Flu"
"2015-11-08",0.27,2015,"November 2–8, 2015","Tokyo","Adenovirus infection"
"2015-11-08",2.21,2015,"November 2–8, 2015","Tokyo","Strep throat"
"2015-11-08",5.4,2015,"November 2–8, 2015","Tokyo","Gastroenteritis"
"2015-11-08",0.48,2015,"November 2–8, 2015","Tokyo","Chickenpox"
"2015-11-08",0.38,2015,"November 2–8, 2015","Tokyo","Hand-foot-mouth disease"
"2015-11-08",0.34,2015,"November 2–8, 2015","Tokyo","Fifth disease"
"2015-11-08",0.46,2015,"November 2–8, 2015","Tokyo","Roseola"
"2015-11-08",0.01,2015,"November 2–8, 2015","Tokyo","Whooping cough"
"2015-11-08",0.07,2015,"November 2–8, 2015","Tokyo","Herpangina"
"2015-11-08",0.6,2015,"November 2–8, 2015","Tokyo","Mumps"
"2015-11-08",0.03,2015,"November 2–8, 2015","Tokyo","Hemorrhagic conjunctivitis"
"2015-11-08",0.69,2015,"November 2–8, 2015","Tokyo","Viral conjunctivitis"
"2015-11-08",0,2015,"November 2–8, 2015","Tokyo","Bacterial meningitis"
"2015-11-08",0.08,2015,"November 2–8, 2015","Tokyo","Viral meningitis"
"2015-11-08",1,2015,"November 2–8, 2015","Tokyo","Mycoplasma pneumonia"
"2015-11-08",0,2015,"November 2–8, 2015","Tokyo","Chlamydia pneumonia"
"2015-11-08",0.08,2015,"November 2–8, 2015","Tokyo","Rotavirus"
"2015-11-15",0.15,2015,"November 9–15, 2015","Tokyo","Flu"
"2015-11-15",0.34,2015,"November 9–15, 2015","Tokyo","Adenovirus infection"
"2015-11-15",2.53,2015,"November 9–15, 2015","Tokyo","Strep throat"
"2015-11-15",7.22,2015,"November 9–15, 2015","Tokyo","Gastroenteritis"
"2015-11-15",0.55,2015,"November 9–15, 2015","Tokyo","Chickenpox"
"2015-11-15",0.22,2015,"November 9–15, 2015","Tokyo","Hand-foot-mouth disease"
"2015-11-15",0.34,2015,"November 9–15, 2015","Tokyo","Fifth disease"
"2015-11-15",0.55,2015,"November 9–15, 2015","Tokyo","Roseola"
"2015-11-15",0.03,2015,"November 9–15, 2015","Tokyo","Whooping cough"
"2015-11-15",0.04,2015,"November 9–15, 2015","Tokyo","Herpangina"
"2015-11-15",0.54,2015,"November 9–15, 2015","Tokyo","Mumps"
"2015-11-15",0,2015,"November 9–15, 2015","Tokyo","Hemorrhagic conjunctivitis"
"2015-11-15",0.77,2015,"November 9–15, 2015","Tokyo","Viral conjunctivitis"
"2015-11-15",0,2015,"November 9–15, 2015","Tokyo","Bacterial meningitis"
"2015-11-15",0.04,2015,"November 9–15, 2015","Tokyo","Viral meningitis"
"2015-11-15",1.6,2015,"November 9–15, 2015","Tokyo","Mycoplasma pneumonia"
"2015-11-15",0.12,2015,"November 9–15, 2015","Tokyo","Chlamydia pneumonia"
"2015-11-15",0.04,2015,"November 9–15, 2015","Tokyo","Rotavirus"
"2015-11-22",0.24,2015,"November 16–22, 2015","Tokyo","Flu"
"2015-11-22",0.42,2015,"November 16–22, 2015","Tokyo","Adenovirus infection"
"2015-11-22",2.79,2015,"November 16–22, 2015","Tokyo","Strep throat"
"2015-11-22",7.97,2015,"November 16–22, 2015","Tokyo","Gastroenteritis"
"2015-11-22",0.54,2015,"November 16–22, 2015","Tokyo","Chickenpox"
"2015-11-22",0.37,2015,"November 16–22, 2015","Tokyo","Hand-foot-mouth disease"
"2015-11-22",0.51,2015,"November 16–22, 2015","Tokyo","Fifth disease"
"2015-11-22",0.62,2015,"November 16–22, 2015","Tokyo","Roseola"
"2015-11-22",0.05,2015,"November 16–22, 2015","Tokyo","Whooping cough"
"2015-11-22",0.04,2015,"November 16–22, 2015","Tokyo","Herpangina"
"2015-11-22",0.57,2015,"November 16–22, 2015","Tokyo","Mumps"
"2015-11-22",0,2015,"November 16–22, 2015","Tokyo","Hemorrhagic conjunctivitis"
"2015-11-22",0.97,2015,"November 16–22, 2015","Tokyo","Viral conjunctivitis"
"2015-11-22",0,2015,"November 16–22, 2015","Tokyo","Bacterial meningitis"
"2015-11-22",0.17,2015,"November 16–22, 2015","Tokyo","Viral meningitis"
"2015-11-22",1.29,2015,"November 16–22, 2015","Tokyo","Mycoplasma pneumonia"
"2015-11-22",0.17,2015,"November 16–22, 2015","Tokyo","Chlamydia pneumonia"
"2015-11-22",0,2015,"November 16–22, 2015","Tokyo","Rotavirus"
"2015-11-29",0.18,2015,"November 23–29, 2015","Tokyo","Flu"
"2015-11-29",0.38,2015,"November 23–29, 2015","Tokyo","Adenovirus infection"
"2015-11-29",2.47,2015,"November 23–29, 2015","Tokyo","Strep throat"
"2015-11-29",7.59,2015,"November 23–29, 2015","Tokyo","Gastroenteritis"
"2015-11-29",0.64,2015,"November 23–29, 2015","Tokyo","Chickenpox"
"2015-11-29",0.22,2015,"November 23–29, 2015","Tokyo","Hand-foot-mouth disease"
"2015-11-29",0.36,2015,"November 23–29, 2015","Tokyo","Fifth disease"
"2015-11-29",0.53,2015,"November 23–29, 2015","Tokyo","Roseola"
"2015-11-29",0.02,2015,"November 23–29, 2015","Tokyo","Whooping cough"
"2015-11-29",0.05,2015,"November 23–29, 2015","Tokyo","Herpangina"
"2015-11-29",0.66,2015,"November 23–29, 2015","Tokyo","Mumps"
"2015-11-29",0,2015,"November 23–29, 2015","Tokyo","Hemorrhagic conjunctivitis"
"2015-11-29",1.03,2015,"November 23–29, 2015","Tokyo","Viral conjunctivitis"
"2015-11-29",0,2015,"November 23–29, 2015","Tokyo","Bacterial meningitis"
"2015-11-29",0.04,2015,"November 23–29, 2015","Tokyo","Viral meningitis"
"2015-11-29",1.12,2015,"November 23–29, 2015","Tokyo","Mycoplasma pneumonia"
"2015-11-29",0,2015,"November 23–29, 2015","Tokyo","Chlamydia pneumonia"
"2015-11-29",0,2015,"November 23–29, 2015","Tokyo","Rotavirus"
"2015-12-06",0.19,2015,"November 30 – December 6, 2015","Tokyo","Flu"
"2015-12-06",0.47,2015,"November 30 – December 6, 2015","Tokyo","Adenovirus infection"
"2015-12-06",3.27,2015,"November 30 – December 6, 2015","Tokyo","Strep throat"
"2015-12-06",12.03,2015,"November 30 – December 6, 2015","Tokyo","Gastroenteritis"
"2015-12-06",0.82,2015,"November 30 – December 6, 2015","Tokyo","Chickenpox"
"2015-12-06",0.16,2015,"November 30 – December 6, 2015","Tokyo","Hand-foot-mouth disease"
"2015-12-06",0.48,2015,"November 30 – December 6, 2015","Tokyo","Fifth disease"
"2015-12-06",0.55,2015,"November 30 – December 6, 2015","Tokyo","Roseola"
"2015-12-06",0.01,2015,"November 30 – December 6, 2015","Tokyo","Whooping cough"
"2015-12-06",0.06,2015,"November 30 – December 6, 2015","Tokyo","Herpangina"
"2015-12-06",0.6,2015,"November 30 – December 6, 2015","Tokyo","Mumps"
"2015-12-06",0.03,2015,"November 30 – December 6, 2015","Tokyo","Hemorrhagic conjunctivitis"
"2015-12-06",0.74,2015,"November 30 – December 6, 2015","Tokyo","Viral conjunctivitis"
"2015-12-06",0.08,2015,"November 30 – December 6, 2015","Tokyo","Bacterial meningitis"
"2015-12-06",0.04,2015,"November 30 – December 6, 2015","Tokyo","Viral meningitis"
"2015-12-06",1.6,2015,"November 30 – December 6, 2015","Tokyo","Mycoplasma pneumonia"
"2015-12-06",0.08,2015,"November 30 – December 6, 2015","Tokyo","Chlamydia pneumonia"
"2015-12-06",0.08,2015,"November 30 – December 6, 2015","Tokyo","Rotavirus"
"2015-12-13",0.44,2015,"December 7–13, 2015","Tokyo","Flu"
"2015-12-13",0.52,2015,"December 7–13, 2015","Tokyo","Adenovirus infection"
"2015-12-13",3.29,2015,"December 7–13, 2015","Tokyo","Strep throat"
"2015-12-13",14.31,2015,"December 7–13, 2015","Tokyo","Gastroenteritis"
"2015-12-13",0.77,2015,"December 7–13, 2015","Tokyo","Chickenpox"
"2015-12-13",0.11,2015,"December 7–13, 2015","Tokyo","Hand-foot-mouth disease"
"2015-12-13",0.41,2015,"December 7–13, 2015","Tokyo","Fifth disease"
"2015-12-13",0.43,2015,"December 7–13, 2015","Tokyo","Roseola"
"2015-12-13",0.02,2015,"December 7–13, 2015","Tokyo","Whooping cough"
"2015-12-13",0.04,2015,"December 7–13, 2015","Tokyo","Herpangina"
"2015-12-13",0.59,2015,"December 7–13, 2015","Tokyo","Mumps"
"2015-12-13",0,2015,"December 7–13, 2015","Tokyo","Hemorrhagic conjunctivitis"
"2015-12-13",0.63,2015,"December 7–13, 2015","Tokyo","Viral conjunctivitis"
"2015-12-13",0,2015,"December 7–13, 2015","Tokyo","Bacterial meningitis"
"2015-12-13",0.08,2015,"December 7–13, 2015","Tokyo","Viral meningitis"
"2015-12-13",1.25,2015,"December 7–13, 2015","Tokyo","Mycoplasma pneumonia"
"2015-12-13",0.08,2015,"December 7–13, 2015","Tokyo","Chlamydia pneumonia"
"2015-12-13",0.04,2015,"December 7–13, 2015","Tokyo","Rotavirus"
"2015-12-20",0.56,2015,"December 14–20, 2015","Tokyo","Flu"
"2015-12-20",0.56,2015,"December 14–20, 2015","Tokyo","Adenovirus infection"
"2015-12-20",4.02,2015,"December 14–20, 2015","Tokyo","Strep throat"
"2015-12-20",15.16,2015,"December 14–20, 2015","Tokyo","Gastroenteritis"
"2015-12-20",1.02,2015,"December 14–20, 2015","Tokyo","Chickenpox"
"2015-12-20",0.1,2015,"December 14–20, 2015","Tokyo","Hand-foot-mouth disease"
"2015-12-20",0.39,2015,"December 14–20, 2015","Tokyo","Fifth disease"
"2015-12-20",0.51,2015,"December 14–20, 2015","Tokyo","Roseola"
"2015-12-20",0.02,2015,"December 14–20, 2015","Tokyo","Whooping cough"
"2015-12-20",0.05,2015,"December 14–20, 2015","Tokyo","Herpangina"
"2015-12-20",0.75,2015,"December 14–20, 2015","Tokyo","Mumps"
"2015-12-20",0,2015,"December 14–20, 2015","Tokyo","Hemorrhagic conjunctivitis"
"2015-12-20",0.84,2015,"December 14–20, 2015","Tokyo","Viral conjunctivitis"
"2015-12-20",0.04,2015,"December 14–20, 2015","Tokyo","Bacterial meningitis"
"2015-12-20",0,2015,"December 14–20, 2015","Tokyo","Viral meningitis"
"2015-12-20",1.28,2015,"December 14–20, 2015","Tokyo","Mycoplasma pneumonia"
"2015-12-20",0.04,2015,"December 14–20, 2015","Tokyo","Chlamydia pneumonia"
"2015-12-20",0.04,2015,"December 14–20, 2015","Tokyo","Rotavirus"
"2015-12-27",0.74,2015,"December 21–27, 2015","Tokyo","Flu"
"2015-12-27",0.51,2015,"December 21–27, 2015","Tokyo","Adenovirus infection"
"2015-12-27",3.22,2015,"December 21–27, 2015","Tokyo","Strep throat"
"2015-12-27",13.03,2015,"December 21–27, 2015","Tokyo","Gastroenteritis"
"2015-12-27",0.9,2015,"December 21–27, 2015","Tokyo","Chickenpox"
"2015-12-27",0.05,2015,"December 21–27, 2015","Tokyo","Hand-foot-mouth disease"
"2015-12-27",0.43,2015,"December 21–27, 2015","Tokyo","Fifth disease"
"2015-12-27",0.37,2015,"December 21–27, 2015","Tokyo","Roseola"
"2015-12-27",0.01,2015,"December 21–27, 2015","Tokyo","Whooping cough"
"2015-12-27",0.02,2015,"December 21–27, 2015","Tokyo","Herpangina"
"2015-12-27",0.59,2015,"December 21–27, 2015","Tokyo","Mumps"
"2015-12-27",0,2015,"December 21–27, 2015","Tokyo","Hemorrhagic conjunctivitis"
"2015-12-27",0.55,2015,"December 21–27, 2015","Tokyo","Viral conjunctivitis"
"2015-12-27",0.04,2015,"December 21–27, 2015","Tokyo","Bacterial meningitis"
"2015-12-27",0.04,2015,"December 21–27, 2015","Tokyo","Viral meningitis"
"2015-12-27",1.16,2015,"December 21–27, 2015","Tokyo","Mycoplasma pneumonia"
"2015-12-27",0.08,2015,"December 21–27, 2015","Tokyo","Chlamydia pneumonia"
"2015-12-27",0.08,2015,"December 21–27, 2015","Tokyo","Rotavirus"
"2015-01-03",0.43,2015,"December 28 – January 3, 2015","Tokyo","Flu"
"2015-01-03",0.23,2015,"December 28 – January 3, 2015","Tokyo","Adenovirus infection"
"2015-01-03",1.12,2015,"December 28 – January 3, 2015","Tokyo","Strep throat"
"2015-01-03",4.84,2015,"December 28 – January 3, 2015","Tokyo","Gastroenteritis"
"2015-01-03",0.4,2015,"December 28 – January 3, 2015","Tokyo","Chickenpox"
"2015-01-03",0.01,2015,"December 28 – January 3, 2015","Tokyo","Hand-foot-mouth disease"
"2015-01-03",0.19,2015,"December 28 – January 3, 2015","Tokyo","Fifth disease"
"2015-01-03",0.21,2015,"December 28 – January 3, 2015","Tokyo","Roseola"
"2015-01-03",0,2015,"December 28 – January 3, 2015","Tokyo","Whooping cough"
"2015-01-03",0.01,2015,"December 28 – January 3, 2015","Tokyo","Herpangina"
"2015-01-03",0.26,2015,"December 28 – January 3, 2015","Tokyo","Mumps"
"2015-01-03",0,2015,"December 28 – January 3, 2015","Tokyo","Hemorrhagic conjunctivitis"
"2015-01-03",0.24,2015,"December 28 – January 3, 2015","Tokyo","Viral conjunctivitis"
"2015-01-03",0.04,2015,"December 28 – January 3, 2015","Tokyo","Bacterial meningitis"
"2015-01-03",0.04,2015,"December 28 – January 3, 2015","Tokyo","Viral meningitis"
"2015-01-03",0.8,2015,"December 28 – January 3, 2015","Tokyo","Mycoplasma pneumonia"
"2015-01-03",0,2015,"December 28 – January 3, 2015","Tokyo","Chlamydia pneumonia"
"2015-01-03",0.04,2015,"December 28 – January 3, 2015","Tokyo","Rotavirus"
"2016-01-10",1.67,2016,"January 4–10, 2016","Tokyo","Flu"
"2016-01-10",0.38,2016,"January 4–10, 2016","Tokyo","Adenovirus infection"
"2016-01-10",1.9,2016,"January 4–10, 2016","Tokyo","Strep throat"
"2016-01-10",8.24,2016,"January 4–10, 2016","Tokyo","Gastroenteritis"
"2016-01-10",0.98,2016,"January 4–10, 2016","Tokyo","Chickenpox"
"2016-01-10",0.04,2016,"January 4–10, 2016","Tokyo","Hand-foot-mouth disease"
"2016-01-10",0.39,2016,"January 4–10, 2016","Tokyo","Fifth disease"
"2016-01-10",0.33,2016,"January 4–10, 2016","Tokyo","Roseola"
"2016-01-10",0.02,2016,"January 4–10, 2016","Tokyo","Whooping cough"
"2016-01-10",0.01,2016,"January 4–10, 2016","Tokyo","Herpangina"
"2016-01-10",0.79,2016,"January 4–10, 2016","Tokyo","Mumps"
"2016-01-10",0,2016,"January 4–10, 2016","Tokyo","Hemorrhagic conjunctivitis"
"2016-01-10",0.59,2016,"January 4–10, 2016","Tokyo","Viral conjunctivitis"
"2016-01-10",0,2016,"January 4–10, 2016","Tokyo","Bacterial meningitis"
"2016-01-10",0.04,2016,"January 4–10, 2016","Tokyo","Viral meningitis"
"2016-01-10",2.04,2016,"January 4–10, 2016","Tokyo","Mycoplasma pneumonia"
"2016-01-10",0,2016,"January 4–10, 2016","Tokyo","Chlamydia pneumonia"
"2016-01-10",0,2016,"January 4–10, 2016","Tokyo","Rotavirus"
"2016-01-17",3.79,2016,"January 11–17, 2016","Tokyo","Flu"
"2016-01-17",0.19,2016,"January 11–17, 2016","Tokyo","Adenovirus infection"
"2016-01-17",2.35,2016,"January 11–17, 2016","Tokyo","Strep throat"
"2016-01-17",8.6,2016,"January 11–17, 2016","Tokyo","Gastroenteritis"
"2016-01-17",0.54,2016,"January 11–17, 2016","Tokyo","Chickenpox"
"2016-01-17",0.06,2016,"January 11–17, 2016","Tokyo","Hand-foot-mouth disease"
"2016-01-17",0.42,2016,"January 11–17, 2016","Tokyo","Fifth disease"
"2016-01-17",0.51,2016,"January 11–17, 2016","Tokyo","Roseola"
"2016-01-17",0,2016,"January 11–17, 2016","Tokyo","Whooping cough"
"2016-01-17",0.02,2016,"January 11–17, 2016","Tokyo","Herpangina"
"2016-01-17",0.73,2016,"January 11–17, 2016","Tokyo","Mumps"
"2016-01-17",0,2016,"January 11–17, 2016","Tokyo","Hemorrhagic conjunctivitis"
"2016-01-17",0.59,2016,"January 11–17, 2016","Tokyo","Viral conjunctivitis"
"2016-01-17",0,2016,"January 11–17, 2016","Tokyo","Bacterial meningitis"
"2016-01-17",0,2016,"January 11–17, 2016","Tokyo","Viral meningitis"
"2016-01-17",1.16,2016,"January 11–17, 2016","Tokyo","Mycoplasma pneumonia"
"2016-01-17",0.04,2016,"January 11–17, 2016","Tokyo","Chlamydia pneumonia"
"2016-01-17",0,2016,"January 11–17, 2016","Tokyo","Rotavirus"
"2016-01-24",11.17,2016,"January 18–24, 2016","Tokyo","Flu"
"2016-01-24",0.3,2016,"January 18–24, 2016","Tokyo","Adenovirus infection"
"2016-01-24",3.03,2016,"January 18–24, 2016","Tokyo","Strep throat"
"2016-01-24",8.65,2016,"January 18–24, 2016","Tokyo","Gastroenteritis"
"2016-01-24",0.54,2016,"January 18–24, 2016","Tokyo","Chickenpox"
"2016-01-24",0.03,2016,"January 18–24, 2016","Tokyo","Hand-foot-mouth disease"
"2016-01-24",0.37,2016,"January 18–24, 2016","Tokyo","Fifth disease"
"2016-01-24",0.43,2016,"January 18–24, 2016","Tokyo","Roseola"
"2016-01-24",0.02,2016,"January 18–24, 2016","Tokyo","Whooping cough"
"2016-01-24",0.01,2016,"January 18–24, 2016","Tokyo","Herpangina"
"2016-01-24",0.45,2016,"January 18–24, 2016","Tokyo","Mumps"
"2016-01-24",0,2016,"January 18–24, 2016","Tokyo","Hemorrhagic conjunctivitis"
"2016-01-24",0.46,2016,"January 18–24, 2016","Tokyo","Viral conjunctivitis"
"2016-01-24",0.04,2016,"January 18–24, 2016","Tokyo","Bacterial meningitis"
"2016-01-24",0.04,2016,"January 18–24, 2016","Tokyo","Viral meningitis"
"2016-01-24",0.48,2016,"January 18–24, 2016","Tokyo","Mycoplasma pneumonia"
"2016-01-24",0.04,2016,"January 18–24, 2016","Tokyo","Chlamydia pneumonia"
"2016-01-24",0.08,2016,"January 18–24, 2016","Tokyo","Rotavirus"
"2016-01-31",25.98,2016,"January 25–31, 2016","Tokyo","Flu"
"2016-01-31",0.18,2016,"January 25–31, 2016","Tokyo","Adenovirus infection"
"2016-01-31",3.3,2016,"January 25–31, 2016","Tokyo","Strep throat"
"2016-01-31",8.84,2016,"January 25–31, 2016","Tokyo","Gastroenteritis"
"2016-01-31",0.54,2016,"January 25–31, 2016","Tokyo","Chickenpox"
"2016-01-31",0.07,2016,"January 25–31, 2016","Tokyo","Hand-foot-mouth disease"
"2016-01-31",0.42,2016,"January 25–31, 2016","Tokyo","Fifth disease"
"2016-01-31",0.4,2016,"January 25–31, 2016","Tokyo","Roseola"
"2016-01-31",0.01,2016,"January 25–31, 2016","Tokyo","Whooping cough"
"2016-01-31",0,2016,"January 25–31, 2016","Tokyo","Herpangina"
"2016-01-31",0.54,2016,"January 25–31, 2016","Tokyo","Mumps"
"2016-01-31",0,2016,"January 25–31, 2016","Tokyo","Hemorrhagic conjunctivitis"
"2016-01-31",0.69,2016,"January 25–31, 2016","Tokyo","Viral conjunctivitis"
"2016-01-31",0.04,2016,"January 25–31, 2016","Tokyo","Bacterial meningitis"
"2016-01-31",0,2016,"January 25–31, 2016","Tokyo","Viral meningitis"
"2016-01-31",0.52,2016,"January 25–31, 2016","Tokyo","Mycoplasma pneumonia"
"2016-01-31",0.04,2016,"January 25–31, 2016","Tokyo","Chlamydia pneumonia"
"2016-01-31",0,2016,"January 25–31, 2016","Tokyo","Rotavirus"
"2016-02-07",39.43,2016,"February 1–7, 2016","Tokyo","Flu"
"2016-02-07",0.25,2016,"February 1–7, 2016","Tokyo","Adenovirus infection"
"2016-02-07",3.37,2016,"February 1–7, 2016","Tokyo","Strep throat"
"2016-02-07",8.44,2016,"February 1–7, 2016","Tokyo","Gastroenteritis"
"2016-02-07",0.47,2016,"February 1–7, 2016","Tokyo","Chickenpox"
"2016-02-07",0.03,2016,"February 1–7, 2016","Tokyo","Hand-foot-mouth disease"
"2016-02-07",0.29,2016,"February 1–7, 2016","Tokyo","Fifth disease"
"2016-02-07",0.44,2016,"February 1–7, 2016","Tokyo","Roseola"
"2016-02-07",0,2016,"February 1–7, 2016","Tokyo","Whooping cough"
"2016-02-07",0.02,2016,"February 1–7, 2016","Tokyo","Herpangina"
"2016-02-07",0.56,2016,"February 1–7, 2016","Tokyo","Mumps"
"2016-02-07",0,2016,"February 1–7, 2016","Tokyo","Hemorrhagic conjunctivitis"
"2016-02-07",0.55,2016,"February 1–7, 2016","Tokyo","Viral conjunctivitis"
"2016-02-07",0,2016,"February 1–7, 2016","Tokyo","Bacterial meningitis"
"2016-02-07",0.04,2016,"February 1–7, 2016","Tokyo","Viral meningitis"
"2016-02-07",0.56,2016,"February 1–7, 2016","Tokyo","Mycoplasma pneumonia"
