"報告数・定点当り報告数、疾病・都道府県別","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025年52週(12月22日～12月28日)","2026年01月06日作成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","インフルエンザ","","ＲＳウイルス感染症","","咽頭結膜熱","","Ａ群溶血性レンサ球菌咽頭炎","","感染性胃腸炎","","水痘","","手足口病","","伝染性紅斑","","突発性発しん","","ヘルパンギーナ","","流行性耳下腺炎","","急性出血性結膜炎","","流行性角結膜炎","","細菌性髄膜炎","","無菌性髄膜炎","","マイコプラズマ肺炎","","クラミジア肺炎","","感染性胃腸炎（ロタウイルス）","","COVID-19",""
"","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当"
"総数","87534","22.77","1709","0.73","861","0.37","6557","2.80","13079","5.59","949","0.41","131","0.06","997","0.43","516","0.22","67","0.03","73","0.03","3","0.00","372","0.54","7","0.01","15","0.03","339","0.71","3","0.01","6","0.01","5068","1.32"
"北海道","2384","14.28","213","2.11","35","0.35","570","5.64","370","3.66","72","0.71","13","0.13","33","0.33","21","0.21","3","0.03","2","0.02","-","-","8","0.28","1","0.04","1","0.04","36","1.57","-","-","1","0.04","816","4.89"
"青森県","775","14.90","22","0.65","11","0.32","54","1.59","129","3.79","17","0.50","-","-","1","0.03","11","0.32","2","0.06","-","-","-","-","-","-","-","-","-","-","7","1.17","-","-","-","-","96","1.85"
"岩手県","503","11.98","17","0.63","7","0.26","87","3.22","212","7.85","36","1.33","1","0.04","34","1.26","5","0.19","2","0.07","1","0.04","-","-","3","0.21","-","-","1","0.05","7","0.37","-","-","-","-","143","3.40"
"宮城県","854","15.53","12","0.39","6","0.19","84","2.71","111","3.58","17","0.55","-","-","8","0.26","4","0.13","-","-","1","0.03","-","-","7","0.58","-","-","-","-","8","0.80","-","-","-","-","142","2.58"
"秋田県","264","10.56","8","0.62","3","0.23","22","1.69","67","5.15","2","0.15","-","-","12","0.92","4","0.31","-","-","-","-","-","-","2","0.29","-","-","-","-","12","1.50","-","-","-","-","61","2.44"
"山形県","700","17.95","31","1.19","14","0.54","127","4.88","61","2.35","6","0.23","1","0.04","16","0.62","5","0.19","-","-","-","-","-","-","12","1.50","-","-","-","-","8","0.80","-","-","-","-","71","1.82"
"福島県","554","11.54","24","0.86","3","0.11","69","2.46","123","4.39","17","0.61","-","-","3","0.11","4","0.14","3","0.11","-","-","-","-","9","0.69","-","-","-","-","3","0.43","2","0.29","-","-","150","3.13"
"茨城県","1710","25.52","14","0.38","22","0.59","221","5.97","312","8.43","15","0.41","1","0.03","1","0.03","8","0.22","2","0.05","-","-","-","-","22","1.29","-","-","-","-","16","1.23","-","-","-","-","122","1.82"
"栃木県","806","17.15","29","1.07","4","0.15","107","3.96","147","5.44","10","0.37","-","-","2","0.07","5","0.19","-","-","2","0.07","-","-","8","0.67","-","-","-","-","10","1.43","-","-","-","-","110","2.34"
"群馬県","878","19.51","17","0.68","14","0.56","57","2.28","282","11.28","7","0.28","-","-","4","0.16","13","0.52","1","0.04","1","0.04","-","-","9","0.64","-","-","-","-","16","1.78","-","-","-","-","47","1.04"
"埼玉県","4248","24.41","51","0.46","39","0.35","396","3.60","817","7.43","44","0.40","1","0.01","15","0.14","31","0.28","3","0.03","5","0.05","1","0.02","8","0.19","1","0.08","1","0.08","11","0.92","-","-","-","-","287","1.65"
"千葉県","4443","24.68","16","0.14","24","0.22","451","4.06","744","6.70","45","0.41","7","0.06","14","0.13","17","0.15","-","-","4","0.04","-","-","16","0.48","1","0.11","2","0.22","2","0.22","-","-","-","-","242","1.34"
"東京都","5592","13.44","64","0.24","66","0.25","689","2.63","2277","8.69","117","0.45","7","0.03","24","0.09","53","0.20","4","0.02","12","0.05","-","-","10","0.26","-","-","2","0.08","10","0.40","1","0.04","1","0.04","304","0.73"
"神奈川県","4304","17.93","84","0.60","30","0.21","470","3.36","1088","7.77","70","0.50","6","0.04","14","0.10","28","0.20","2","0.01","6","0.04","-","-","24","0.50","-","-","1","0.08","8","0.67","-","-","-","-","221","0.92"
"新潟県","1320","24.00","4","0.13","10","0.33","118","3.93","74","2.47","12","0.40","-","-","32","1.07","6","0.20","1","0.03","1","0.03","-","-","-","-","-","-","-","-","12","0.92","-","-","-","-","181","3.29"
"富山県","1067","23.20","8","0.29","18","0.64","125","4.46","238","8.50","10","0.36","-","-","6","0.21","4","0.14","3","0.11","1","0.04","-","-","1","0.14","-","-","-","-","3","0.60","-","-","1","0.20","30","0.65"
"石川県","1167","24.83","27","0.96","23","0.82","86","3.07","187","6.68","17","0.61","2","0.07","4","0.14","6","0.21","3","0.11","1","0.04","-","-","1","0.14","-","-","-","-","3","0.60","-","-","-","-","39","0.83"
"福井県","683","17.51","26","1.04","11","0.44","53","2.12","180","7.20","23","0.92","9","0.36","16","0.64","4","0.16","1","0.04","-","-","-","-","-","-","-","-","-","-","4","0.67","-","-","-","-","32","0.82"
"山梨県","908","25.94","20","0.95","3","0.14","4","0.19","102","4.86","-","-","-","-","7","0.33","4","0.19","-","-","-","-","-","-","3","0.33","-","-","-","-","1","0.10","-","-","-","-","31","0.89"
"長野県","1723","21.54","54","1.08","9","0.18","76","1.52","204","4.08","16","0.32","-","-","5","0.10","13","0.26","-","-","-","-","-","-","8","0.80","-","-","-","-","8","0.67","-","-","1","0.08","202","2.53"
"岐阜県","874","19.42","12","0.44","5","0.19","36","1.33","223","8.26","7","0.26","-","-","5","0.19","4","0.15","2","0.07","-","-","-","-","2","0.18","-","-","-","-","8","1.60","-","-","-","-","71","1.58"
"静岡県","3262","23.47","49","0.55","21","0.24","132","1.48","306","3.44","13","0.15","3","0.03","27","0.30","13","0.15","2","0.02","2","0.02","-","-","5","0.23","-","-","-","-","13","1.30","-","-","-","-","163","1.17"
"愛知県","4675","28.68","68","0.67","19","0.19","149","1.48","495","4.90","24","0.24","2","0.02","54","0.53","16","0.16","2","0.02","4","0.04","-","-","22","0.63","-","-","-","-","26","1.73","-","-","-","-","221","1.36"
"三重県","1822","26.03","35","0.80","14","0.32","74","1.68","166","3.77","7","0.16","1","0.02","15","0.34","5","0.11","-","-","-","-","-","-","2","0.17","-","-","-","-","6","0.67","-","-","-","-","67","0.96"
"滋賀県","1269","21.88","51","1.46","6","0.17","84","2.40","134","3.83","14","0.40","-","-","11","0.31","4","0.11","-","-","-","-","-","-","-","-","1","0.14","-","-","-","-","-","-","-","-","34","0.59"
